STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2024-M09,100.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2024-M10,115.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2024-M11,104.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2024-M12,94.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M01,110.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M02,113
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M03,108.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M04,105.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M05,118.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M06,127.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M07,124.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M08,118.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M09,118.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M10,110.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M11,113.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2025-M12,120.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2026-M01,113.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2026-M02,110
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2026-M03,106.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2026-M04,111
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2026-M05,104.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M01,141.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M02,141.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M03,127.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M04,152.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M05,147.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M06,152.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M07,162.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M08,170.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M09,152.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M10,167
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M11,160.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2021-M12,154.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M01,134.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M02,90.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M03,24.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M04,32.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M05,42.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M06,50.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M07,56.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M08,59.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M09,59.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M10,63.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M11,59.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2022-M12,61.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M01,65.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M02,63.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M03,67.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M04,62
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M05,69.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M06,72.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M07,70.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M08,74.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M09,74
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_AVG_M_VAL_SEAS_CALEN,UA00000000000000000,TYPES_CONSTRUCTION,1,M,2023-M10,75.5
