STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,REGION,PRICE_TYPE,NACE,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2018-Q4,230
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2019-Q1,540
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2019-Q2,368
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2019-Q3,590
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2019-Q4,292
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2020-Q1,422
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2020-Q2,395
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2020-Q3,330
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2020-Q4,472
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2021-Q1,359
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2021-Q2,456
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2021-Q3,532
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2021-Q4,196
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2022-Q1,380
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2022-Q2,105
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2022-Q3,352
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2022-Q4,357
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2023-Q1,384
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2023-Q2,380
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2023-Q3,375
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2023-Q4,402
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2024-Q1,481
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2024-Q2,458
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2024-Q3,-117
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2024-Q4,578
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2025-Q1,441
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2025-Q2,425
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2025-Q3,498
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2025-Q4,573
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CONST_PRICES_2021,_T,Q,2026-Q1,454
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2015,188
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2016,929
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2017,137
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2018,784
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2019,1500
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2020,1447
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2021,1544
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2022,1416
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2023,2117
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2024,2171
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,A,2025,3858
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2015-Q1,56
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2015-Q2,40
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2015-Q3,-24
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2015-Q4,116
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q1,517
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q2,137
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q3,360
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q4,-85
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q1,125
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q2,114
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q3,-27
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q4,-75
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q1,201
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q2,149
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q3,241
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q4,193
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q1,453
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q2,310
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q3,493
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q4,244
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q1,354
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q2,341
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q3,301
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q4,451
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q1,349
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q2,457
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q3,540
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q4,198
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q1,389
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q2,120
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q3,439
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q4,468
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q1,513
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q2,525
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q3,521
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q4,558
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q1,676
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q2,693
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q3,-188
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q4,990
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q1,785
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q2,819
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q3,1001
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q4,1253
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,CURR_PRICES,_T,Q,2026-Q1,1105
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2015,163
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2016,109.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2017,103.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2018,106.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2019,101.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2020,106.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2021,111.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2022,118.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2023,115.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2024,112.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2025,128.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q1,157.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q2,176.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q3,174.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q4,164.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q1,117.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q2,102.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q3,104
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q4,105.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q1,104.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q2,104.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q3,102
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,ACQUISITIONS_LESS_DIS_VAL,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q4,103.7
